"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant"
"112578","2014BAZ161","ID DOL GOWEN RD GW REMEDIATION SITE","4751 W GOWEN RD","BOISE","Ada","General Remediation","43.555577","-116.241964","General Remediation, RCRA Hazardous Waste Site",""
"27439","2013BAZ206","ID DOL PRIEST LAKE AREA OFFICE","COOLIN & CAVENAUGH BAY","PRIEST LAKE","Bonner","General Remediation","48.522275","-116.820294","General Remediation",""
"6606","2011BAZ3000","ID DPR FARRAGUT STATE PARK","13400 E RANGER RD","ATHOL","Kootenai","General Remediation","47.95042","-116.60222","General Remediation, Underground Storage Tanks",""
"6607","2011BAZ3003","ID DPR HEYBURN STATE PARK (HQ & MTCE YARD)","7 MI E OF PLUMMER OFF HWY 5","PLUMMER","Benewah","General Remediation","47.36137","-116.777","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"3905","2011BAZ3255","IDORA MILL SITE","CARBON CENTER ROAD","WALLACE","Shoshone","General Remediation","47.572827","-115.870852","General Remediation, Mining",""
"27515","2013BAZ129","ID TRANS DEPT ATHOL","NEAR 5831 BUNCO RD","ATHOL","Kootenai","General Remediation","47.904489","-116.706761","General Remediation",""
"3827","2011BAZ3038","ID TRANS DEPT BLUE CREEK BAY","","","Kootenai","General Remediation","","","General Remediation",""
"6622","2011BAZ3043","ID TRANS DEPT BUREAU OF AERONAUTICS","3483 RICKENBACKER ST","BOISE","ADA","General Remediation","43.570742","-116.224615","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6625","2011BAZ3048","ID TRANS DEPT CAMBRIDGE MTCE YARD NO 3060","190 N SUPERIOR ST (1 BLK N OF HWY 95)","CAMBRIDGE","Washington","General Remediation","44.57323","-116.6739","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"14373","2012BAZ435","ID TRANS DEPT CARRICO PROPERTY","360 S THIRD W","MOUNTAIN HOME","Elmore","General Remediation","43.127","-115.694","General Remediation",""
"3829","2011BAZ3052","ID TRANS DEPT CDA","I-90 MP 19","COEUR D ALENE","Kootenai","General Remediation","47.632429","-116.705661","General Remediation",""
"6626","2011BAZ3053","ID TRANS DEPT CDA MTCE YARD GOVT WAY","1917 GOVT WAY","COEUR D ALENE","Kootenai","General Remediation","47.69412","-116.78668","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27437","2013BAZ208","ID TRANS DEPT FORMER BLACKSMITH SHOP","SANDPOINT BYWAY","SANDPOINT","Bonner","General Remediation","48.281008","-116.54835","General Remediation",""
"6276","2011BAZ1745","ID TRANS DEPT FORMER DEAN TIRE INC","12602 HWY 75","KETCHUM","Blaine","General Remediation","43.650081","-114.347581","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"28653","2013BAZ264","ID TRANS DEPT HAYDEN","HAYDEN AVE & GOVT WAY","HAYDEN","Kootenai","General Remediation","47.759019","-116.786547","General Remediation",""
"112605","2014BAZ164","ID TRANS DEPT HOLLISTER INCIDENT","HWY 93 MP 27.25","HOLLISTER","Twin Falls","General Remediation","42.356381","-114.574792","General Remediation",""
"27434","2013BAZ210","ID TRANS DEPT LACLEDE SITE 1","T56N R3W SEC 30","LACLEDE","Bonner","General Remediation","48.173428","-116.746997","General Remediation",""
"27433","2013BAZ211","ID TRANS DEPT LACLEDE SITE 2","2370 E HWY 2","LACLEDE","Bonner","General Remediation","48.170494","-116.755494","General Remediation",""
"27435","2013BAZ209","ID TRANS DEPT LAKESIDE HOTEL","SANDPOINT BYWAY","SANDPOINT","Bonner","General Remediation","48.273572","-116.545392","General Remediation",""
"27555","2013BAZ89","ID TRANS DEPT PLUMMER MTCE YARD","HWY 95 MP 396","PLUMMER","Benewah","General Remediation","47.342803","-116.889378","General Remediation",""
"27438","2013BAZ207","ID TRANS DEPT SANDPOINT RAIL DEPOT","SANDPOINT BYWAY","SANDPOINT","Bonner","General Remediation","48.276411","-116.545611","General Remediation",""
"8774","2011BAZ3110","ID TRANS DEPT SANTA","HWY 3 RT MP 67.76","SANTA","Benewah","General Remediation","47.14859","-116.44031","General Remediation, Underground Storage Tanks",""
"27432","2013BAZ212","ID TRANS DEPT UNION PACIFIC RR","","SANDPOINT","Bonner","General Remediation","48.278186","-116.553431","General Remediation",""
"28611","2013BAZ307","ID TRANS DEPT WALLACE","408 7TH ST","WALLACE","Shoshone","General Remediation","47.472246","-115.922306","General Remediation",""
"14338","2012BAZ403","ID TRANS DEPT WARM RIVER ROW","HWY 47 MP 8.9","WARM RIVER","Fremont","General Remediation","44.117","-111.319","General Remediation",""
"14385","2012BAZ446","ID TRANS DEPT WESTPOINT TRUCK ROLLOVER I-84","I-84 MP 107","HAMMETT","Elmore","General Remediation","42.998621","-115.534557","General Remediation",""
"3846","2011BAZ3125","ID TRANS DEPT WOLF LODGE MTCE YARD","HWY I-90 MP 24","","Kootenai","General Remediation","47.631113","-116.60947","General Remediation",""
"14328","2012BAZ394","IKES TESORO","1092 E 1500 N","TERRETON","Jefferson","General Remediation","43.841","-112.477","General Remediation",""
"3932","2011BAZ3291","INLAND AQUA TECH PRECIOUS METALS","2.5 MI NORTH OF WALLACE ON NINE MILE CK RD","WALLACE","Shoshone","General Remediation","47.511982","-115.900405","General Remediation, RCRA Hazardous Waste Site",""
"13854","2011BAZ3322","INTERSTATE CONCRETE & ASPHALT","1000 BALDY MOUNTAIN RD (1031 BALDY MTN RD)","SANDPOINT","Bonner","General Remediation","48.287829","-116.563869","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"3946","2011BAZ3321","INTERSTATE CONCRETE & ASPHALT","845 W KATHLEEN AVE","COEUR D ALENE","KOOTENAI","General Remediation","47.716134","-116.797907","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27431","2013BAZ213","INTERSTATE TEMPORARY ASPHALT BATCH PLANT","KALISPEL CREEK","PRIEST LAKE","Bonner","General Remediation","48.60045","-116.970136","General Remediation",""
"107693","2013BAZ418","ITC SERVICES","SOUTH WENDELL ST AND EAST F AVE","WENDALL","Gooding","General Remediation","42.769464","-114.694867","General Remediation",""
"3975","2011BAZ3385","JACKETTA PROPERTY","HWY 2","PRIEST RIVER","Bonner","General Remediation","","","General Remediation",""
"27429","2013BAZ215","JACK IN THE BOX","717 5TH AVE","SANDPOINT","Bonner","General Remediation","48.279792","-116.553861","General Remediation",""
"8848","2011BAZ3386","JACKLIN SEED CO PF","5300 W RIVERBEND AVE","POST FALLS","Kootenai","General Remediation","47.69891","-117.0179","General Remediation, Underground Storage Tanks",""
"27507","2013BAZ137","JACK POOLE PROPERTY","802 LINCOLN WAY","COEUR D ALENE","Kootenai","General Remediation","47.681003","-116.791622","General Remediation",""
"13858","2011BAZ3388","JACKPOT FOOD MART","1801 NW BLVD","COEUR D ALENE","Kootenai","General Remediation","47.674978","-116.760394","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"6729","2011BAZ3423","JACKSONS FOOD STORE NO 22","7 E MAIN ST","MIDDLETON","Canyon","General Remediation","43.70689","-116.62271","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27514","2013BAZ130","JAMES BLACK REALTY","6155 W HARBOR DR","COEUR D ALENE","Kootenai","General Remediation","47.696847","-116.868542","General Remediation",""
"3995","2011BAZ3510","JARMINS SINCLAIR","1600 S WASHINGTON","EMMETT","Gem","General Remediation","43.862078","-116.499916","General Remediation",""
"27428","2013BAZ216","JD LUMBER","E SIDE RD","PRIEST RIVER","Bonner","General Remediation","48.185108","-116.927667","General Remediation",""
"28569","2013BAZ349","JENNY STEWART FARM","WASHINGTON ST S","TWIN FALLS","Twin Falls","General Remediation","42.540833","-114.478333","General Remediation",""
"110552","2014BAZ114","JENTZSCH KEARL FARMS","480 E 1500 N","RUPERT","Minidoka","General Remediation","42.837287","-113.573442","General Remediation",""
"6789","2011BAZ3578","JIMMIE PETERS PROPERTY","6715 E SELTICE WAY","POST FALLS","Kootenai","General Remediation","47.705672","-116.857233","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27496","2013BAZ148","JIM ULVAN PROPERTY","417 E SHERMAN AVE","COEUR D ALENE","Kootenai","General Remediation","47.673597","-116.780219","General Remediation",""
"28568","2013BAZ350","JOE SHEPHERD","825 ADELL","FILER","Twin Falls","General Remediation","42.56455","-114.61222","General Remediation",""
"28576","2013BAZ342","JOHN JENNY","303 MAIN ST","COTTONWOOD","Idaho","General Remediation","46.04636","-116.34721","General Remediation",""
"4043","2011BAZ3613","JOHNNYS RADIATOR","1425 ELDORADO ST","BOISE","Ada","General Remediation","43.617763","-116.270372","General Remediation",""
"28561","2013BAZ357","JOHN VALENTY","108 E CHUBBUCK RD","POCATELLO","Bannock","General Remediation","42.921021","-112.465386","General Remediation, Underground Storage Tanks",""
"6805","2011BAZ3630","JORDAN COMPLETE AUTO CARE CENTER","3200 W SELTICE WAY","POST FALLS","Kootenai","General Remediation","47.71608","-116.99149","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"4056","2011BAZ3639","JOSLYN MFG CO LLC SANDPOINT","1400 BOYER AVE","SANDPOINT","Bonner","General Remediation","48.285029","-116.560319","General Remediation, RCRA Hazardous Waste Site",""
"28614","2013BAZ304","JOSLYN MFG LLC PRIEST RIVER","EAST END OF RAILROAD AVE","PRIEST RIVER","Bonner","General Remediation","48.177205","-116.903516","General Remediation",""
"14360","2012BAZ423","JRL FARM","6265 HWY 95","FRUITLAND","Payette","General Remediation","","","General Remediation",""
"4058","2011BAZ3645","JUMP","401 S 10TH ST","BOISE","Ada","General Remediation","43.614617","-116.207791","Brownfields, General Remediation",""
"4064","2011BAZ3661","KADELS IDAHO COLLISION REPAIR","5102 W CHINDEN BLVD","GARDEN CITY","Ada","General Remediation","43.643999","-116.267954","General Remediation, RCRA Hazardous Waste Site",""
"27430","2013BAZ214","KANIKSU RESORT","485 JIM LOW RD","PRIEST LAKE","Bonner","General Remediation","48.635386","-116.868328","General Remediation",""
"8935","2011BAZ3673","KAUFMAN OK TIRE","80 W LITTLE AVE","DRIGGS","Teton","General Remediation","43.72302","-111.11249","General Remediation, Underground Storage Tanks",""
"4073","2011BAZ3680","K-C CONSTRUCTION CO","2025 W DAKOTA AVE (PO BOX 1455)","HAYDEN","Kootenai","General Remediation","47.763168","-116.81369","General Remediation",""
"27427","2013BAZ217","KEITH JOHNSON","985 W SHINGLE MILL RD","SANDPOINT","Bonner","General Remediation","48.348195","-116.489040","General Remediation",""
"125475","2016BAZ16","KELLERSTRASS OIL SPILL","SMOKY CANYON RD","SODA SPRINGS","Caribou","General Remediation","42.64956","-111.12262","General Remediation",""
"28583","2013BAZ335","KELLOGG SD NO 391 BUS BARN","GOVERNMENT GULCH RD","SMELTERVILLE","Shoshone","General Remediation","47.54061","-116.16853","General Remediation",""
"6824","2011BAZ3692","KELLOGG SUPER STOP LLC","119 N HILL ST","KELLOGG","Shoshone","General Remediation","47.53923","-116.12509","General Remediation, Underground Storage Tanks",""
"27513","2013BAZ131","KENNY V AUTO & TIRE","110 E APPLEWAY","COEUR D ALENE","Kootenai","General Remediation","47.700539","-116.784347","General Remediation",""
"14393","2012BAZ453","KERBS OIL EAST","1715 EAST MAIN ST","BURLEY","Cassia","General Remediation","42.536932","-113.772532","General Remediation",""
"4101","2011BAZ3735","KERR OIL DIESEL RELEASE","NW BLVD & MULLAN","COEUR D ALENE","Kootenai","General Remediation","47.675944","-116.787841","General Remediation",""
"14329","2012BAZ395","KIMBALL OIL","HWY 93 AND 13TH","CHALLIS","Custer","General Remediation","44.507","-114.224","General Remediation",""
"14346","2012BAZ410","KING HOUSE","619 S HOLMES","IDAHO FALLS","Bonneville","General Remediation","43.492308","-112.023804","General Remediation",""
"27474","2013BAZ171","KIRBYS AUTOMOTIVE","PINE ST BETWEEN 5TH AND 6TH","WALLACE","Shoshone","General Remediation","47.472303","-115.924756","General Remediation",""
"6847","2011BAZ3800","KMART NO 7207","201 W NEIDER","COEUR D ALENE","Kootenai","General Remediation","47.70866","-116.79035","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6852","2011BAZ3814","KNUDTSEN CHEVROLET CO","1710 N 4TH ST","COEUR D ALENE","Kootenai","General Remediation","47.691608","-116.780161","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27512","2013BAZ132","KOOTENAI COUNTY EXTENSION SITE","1808 3RD ST","COEUR D ALENE","Kootenai","General Remediation","47.692475","-116.781869","General Remediation",""
"27484","2013BAZ161","KOOTENAI ELEMENTARY SCHOOL","SPRAGUE ST","KOOTENAI","Bonner","General Remediation","48.311353","-116.517164","General Remediation",""
"4153","2011BAZ3872","LAKE CITY INTL TRUCK FAIRVIEW","4000 W FAIRVIEW AVE (PARCEL A); SAME AS 2198 GARDEN ST","BOISE","Ada","General Remediation","43.619472","-116.23091","General Remediation, RCRA Hazardous Waste Site",""
"9002","2011BAZ3884","LAKES HIGHWAY DIST 1","11311 N RAMSEY RD","HAYDEN","Kootenai","General Remediation","47.77522","-116.80832","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"9002","2011BAZ3884","LAKES HIGHWAY DIST 1","11311 N RAMSEY RD","HAYDEN","Kootenai","General Remediation","47.77522","-116.80832","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"28566","2013BAZ352","LAKE SHORE BUILDING","4278 YELLOWSTONE AVE","CHUBBUCK","Bannock","General Remediation","42.91067","-112.46623","General Remediation",""
"4158","2011BAZ3887","LAKESHORE TIE & LUMBER INC","11220 N GOVT WAY","HAYDEN","Kootenai","General Remediation","47.77397","-116.785707","General Remediation, RCRA Hazardous Waste Site",""
"4162","2011BAZ3898","LAND VIEW FERTILIZER INC","925 N HWY 24","RUPERT(MINIDOKA)","Minidoka","General Remediation","42.752419","-113.50209","General Remediation, RCRA Hazardous Waste Site",""
"14382","2012BAZ443","LANNY BERG AUTO CENTER","3020 E CLEVELAND BLVD","CALDWELL","Canyon","General Remediation","43.648","-116.666","General Remediation",""
"27623","2013BAZ21","LAPWAI SD BUS BARN","204 DISTRICT RD (aka BUS BARN LN)","LAPWAI","Nez Perce","General Remediation","46.396215","-116.804452","General Remediation, RCRA Hazardous Waste Site",""
"27552","2013BAZ92","LARRY CUTHBERT","HWY 95 & HWY 5","PLUMMER","Benewah","General Remediation","47.335172","-116.887825","General Remediation",""
"4168","2011BAZ3913","LARRY MILLER HONDA","7710 GRATZ DR","BOISE","Ada","General Remediation","43.602019","-116.278207","General Remediation, RCRA Hazardous Waste Site",""
"28619","2013BAZ299","LARRY STINSON","402 MAIN","KELLOGG","Shoshone","General Remediation","47.523026","-116.133796","General Remediation",""
"27511","2013BAZ133","LARSON PROPERTY","5245 E DODD","HAYDEN","Kootenai","General Remediation","47.805628","-116.713494","General Remediation",""
"6889","2011BAZ3926","LATAH CNTY GRAIN GROWER (2)","HWY 8 BETWEEN LINE & WASHINGTON","DEARY","Latah","General Remediation","46.80048","-116.56224","General Remediation, Underground Storage Tanks",""
"28560","2013BAZ358","LAVAR TURPIN","230 S 900 W","BLACKFOOT","Bingham","General Remediation","43.1637","-112.47495","General Remediation",""
"4175","2011BAZ3937","LAWRENCE MINE","N/A","CLARK FORK","Bonner","General Remediation","48.148007","-116.150447","General Remediation, Mining",""
"4176","2011BAZ3940","LAYTON LOGGING RELEASE 11-30-05","HWY 97 MP 82.5 TURNER BAY","COEUR D ALENE","Kootenai","General Remediation","47.575715","-116.786912","General Remediation",""
"112753","2015BAZ30","LAZY J TAVERN","12000 HORSESHOE BEND RD","BOISE","Ada","General Remediation","43.714798","-116.316579","General Remediation, RCRA Hazardous Waste Site",""
"4177","2011BAZ3941","LAZY TEACUP RANCH","NF CDA RIVER RD","KINGSTON","Shoshone","General Remediation","","","General Remediation",""
"28651","2013BAZ266","L BAR PRODUCTS","4050 E 20TH ST","POST FALLS","Kootenai","General Remediation","47.726565","-116.89417","General Remediation",""
"110413","2014BAZ41","LEE COMMUNITY NEWSPAPER","230 E MAIN ST","BURLEY","Cassia","General Remediation","42.53829","-113.791016","General Remediation",""
"14348","2012BAZ412","LEONARD KOSTER","3659 E 129 N","IDAHO FALLS","Bonneville","General Remediation","43.612","-111.96","General Remediation",""
"4193","2011BAZ3984","LES SCHWAB TIRE CENTER ST MARIES","930 MAIN AVE","ST MARIES","Benewah","General Remediation","47.316485","-116.569719","General Remediation, RCRA Hazardous Waste Site","yes"
"4208","2011BAZ4023","LIONS CLUB","302 MAIN ST","SMELTERVILLE","Shoshone","General Remediation","47.543389","-116.178922","General Remediation",""
"28610","2013BAZ308","LIVERY STABLE","514 PINE ST","WALLACE","Shoshone","General Remediation","47.473132","-115.924841","General Remediation",""
"14363","2012BAZ426","LLOYD MURRAY FARM","8310 PURPLE SAGE RD","MIDDLETON","Canyon","General Remediation","43.736","-116.559","General Remediation",""
"6921","2011BAZ4056","LOG CABIN INN","2645 OLD RIVER RD","AVERY","Shoshone","General Remediation","47.24879","-115.81872","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"27473","2013BAZ172","LOOKOUT PASS SKI AREA","LOOKOUT PASS","MULLAN","Shoshone","General Remediation","47.451147","-115.712464","General Remediation",""
"6926","2011BAZ4076","LOUISIANA PACIFIC CORP POST FALLS","S SPOKANE ST","POST FALLS","Kootenai","General Remediation","47.706818","-116.949256","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9066","2011BAZ4081","LOVES TRAVEL STOP NO 334","260 CENTENNIAL DR (HWY 30 & I-84)","HEYBURN","Minidoka","General Remediation","42.56756","-113.73576","General Remediation, Underground Storage Tanks",""
"9066","2011BAZ4081","LOVES TRAVEL STOP NO 334","260 CENTENNIAL DR (HWY 30 & I-84)","HEYBURN","Minidoka","General Remediation","42.56756","-113.73576","General Remediation, Underground Storage Tanks",""
"14293","2012BAZ362","LOVES TRAVEL STOP NO 478","6737 S 45TH","IDAHO FALLS","Bonneville","General Remediation","43.436545","-112.121683","General Remediation, Underground Storage Tanks",""
"14383","2012BAZ444","LYNX INVESTMENTS","1225 W CHINDEN BLVD","GARDEN CITY","Ada","General Remediation","","","General Remediation",""
"110343","2013BAZ444","MAGIC RESERVOIR DAM","400 WEST F ST","SHOSHONE","Blaine","General Remediation","43.25528","-114.35932","General Remediation",""
"4280","2011BAZ4169","MAHAFFEY OIL","102 S ROSWELL BLVD","PARMA","Canyon","General Remediation","43.785832","-116.948686","Brownfields, General Remediation, Voluntary Cleanup Program",""
"27510","2013BAZ134","MANN REAL ESTATE","1602 E SHERMAN AVE","COEUR D ALENE","Kootenai","General Remediation","47.673217","-116.763097","General Remediation",""
"14330","2012BAZ396","MARKET LAKE SUPPLY","659 N 2880 E","ROBERTS","Jefferson","General Remediation","43.722","-112.127","General Remediation",""
"28648","2013BAZ269","MARMOM PROPERTY","2025 HWY 53","HAUSER","Kootenai","General Remediation","47.747803","-117.016972","General Remediation",""
"14285","2012BAZ355","MASTER DETAIL","16077 N FRANKLIN BLVD","NAMPA","Canyon","General Remediation","43.607","-116.554","General Remediation",""
"6962","2011BAZ4232","MATTESONS","202 S MAIN","HOMEDALE","Owyhee","General Remediation","43.61575","-116.93468","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"112831","2015BAZ85","MAY HALL PROPERTY","803 W C ST","MOSCOW","Latah","General Remediation","46.73593","-117.0108","General Remediation",""
"27406","2013BAZ238","MAYS HONDA SALES","909 HWY 2","SANDPOINT","Bonner","General Remediation","48.270786","-116.560042","General Remediation",""
"4324","2011BAZ4304","MCCAIN FOODS USA","218 W HWY 30","BURLEY","Cassia","General Remediation","42.533595","-113.842928","General Remediation, RCRA Hazardous Waste Site",""
"4324","2011BAZ4304","MCCAIN FOODS USA","218 W HWY 30","BURLEY","Cassia","General Remediation","42.533595","-113.842928","General Remediation, RCRA Hazardous Waste Site",""
"7000","2011BAZ4326","MCCOMISH FAMILY TRUST","3025 N GOVT WY","COEUR D ALENE","Kootenai","General Remediation","47.70471","-116.78666","General Remediation, Underground Storage Tanks",""
"28577","2013BAZ341","MCINTOSH & SONS","9345 TAMMANY CK RD","LEWISTON","Nez Perce","General Remediation","46.34418","-116.88552","General Remediation",""
"125487","2016BAZ22","MCKINZIE RV & AUTO REPAIR","US HWY 95 N","GRANGEVILLE","Idaho","General Remediation","0","0","General Remediation",""
"6937","2011BAZ4120","M & C TIRE","1145 N 4TH ST","COEUR D ALENE","Kootenai","General Remediation","47.68614","-116.7809","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"28608","2013BAZ310","METHODIST CHURCH","401 PINE ST","WALLACE","Shoshone","General Remediation","47.473323","-115.926804","General Remediation",""
"4376","2011BAZ4405","MEYER  GENE PROPERTY","2495 E VIEWPOINT RD","RATHDRUM","Kootenai","General Remediation","","","General Remediation",""
"4377","2011BAZ4406","MEYER GULCH","N/A","OSBURN","Shoshone","General Remediation","","","General Remediation",""
"9167","2011BAZ4432","MIDTOWN MOTORS","1008 N 4TH ST","COEUR D ALENE","Kootenai","General Remediation","47.683209","-116.780353","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"14353","2012BAZ417","MIDVALE SCHOOL DISTRICT","BRIDGE AND SCHOOL RD","MIDVALE","Washington","General Remediation","44.471","-116.729","General Remediation",""
"27509","2013BAZ135","MIKE & SHARON SMALL ENGINE REPAIR","11143 N GOVT WAY","HAYDEN","Kootenai","General Remediation","47.772875","-116.786739","General Remediation",""
"14300","2012BAZ369","MILLER FIREARMS","7419 GREENACRES DR","BOISE","Ada","General Remediation","43.53543","-116.33219","General Remediation",""
"5924","2011BAZ7580","MISTY MOUNTAIN FURNITURE","502 CEDAR ST","SANDPOINT","Bonner","General Remediation","48.276103","-116.553442","General Remediation","yes"
"14370","2012BAZ432","MK PLAZA II","701 MORRISON KNUDSON PLAZA DR","BOISE","Ada","General Remediation","43.605","-116.188","General Remediation",""
"28575","2013BAZ343","MOSCOW CARE CENTER","420 ROWE ST","MOSCOW","Latah","General Remediation","46.72102","-116.9944","General Remediation",""
"28572","2013BAZ346","MOYLE MINK RANCH","575 E 120 S","BURLEY","Cassia","General Remediation","42.5119","-113.68007","General Remediation",""
"27423","2013BAZ221","MR DS CAR SHOP","HWY 41","OLDTOWN","Bonner","General Remediation","48.161944","-117.023147","General Remediation",""
"27471","2013BAZ174","MULLAN SD NO 392","320 EARLE ST","MULLAN","Shoshone","General Remediation","47.470658","-115.79945","General Remediation",""
"27557","2013BAZ87","MULLAN TRAIL SERVICE STATION","1500 MAIN","ST MARIES","Benewah","General Remediation","47.316364","-116.57585","General Remediation",""
"110379","2014BAZ10","MUSE BUILDING","501 N MAIN ST","POCATELLO","Bannock","General Remediation","42.865097","-112.454239","General Remediation",""
"4482","2011BAZ4635","MUZZY OIL CO INC PRIEST RIVER","4TH & WISCONSIN","PRIEST RIVER","Bonner","General Remediation","48.180238","-116.909066","General Remediation, RCRA Hazardous Waste Site",""
"14359","2012BAZ422","NAMPA FUNERAL HOME","415 12TH AVE","NAMPA","Canyon","General Remediation","43.576","-116.564","General Remediation",""
"27422","2013BAZ222","NELSON PLATING","HWY 2","OLDTOWN","Bonner","General Remediation","48.185369","-117.020811","General Remediation",""
"28626","2013BAZ292","NICKERSON BROTHERS (UST FIELDS)","509 MAIN ST","SMELTERVILLE","Shoshone","General Remediation","47.542961","-116.180745","General Remediation",""
"9250","2011BAZ4730","NORTH FORK STORE & CAFE","2046 HWY 93 N","NORTH FORK","Lemhi","General Remediation","45.40696","-113.99548","General Remediation, Underground Storage Tanks",""
"4521","2011BAZ4737","NORTH IDAHO COMMUNITY EXPRESS","137 E SPRUCE","COEUR D ALENE","Kootenai","General Remediation","47.691341","-116.784562","General Remediation",""
"27508","2013BAZ136","NORTH KOOTENAI SEWER","1841 W HAYDEN AVE","HAYDEN","Kootenai","General Remediation","47.759258","-116.811283","General Remediation",""
"110420","2014BAZ48","NORTH VALLEY ACADEMY","906 MAIN ST","GOODING","Gooding","General Remediation","42.935652","-114.712254","General Remediation",""
"27470","2013BAZ175","NORTHWEST MINE SUPPLY","1000 E CANYON","WALLACE","Shoshone","General Remediation","47.473125","-115.913147","General Remediation",""
"111774","2014BAZ128","NORTHWEST PIPELINE CORP FRUITLAND REQUALIFICATION PROJECT","8512 WASHOE RD (T8N R5W S9)","FRUITLAND","Payette","General Remediation","44.040140","-116.939537","General Remediation",""
"28629","2013BAZ289","NORTHWEST PIPELINE CORP MERIDIAN HYDROSTATIC TEST","8517-8579 S CLOVERDALE RD (T2N R1E S9 & 15)","MERIDIAN","Ada","General Remediation","43.522523","-116.334511","General Remediation",""
"111775","2014BAZ129","NORTHWEST PIPELINE CORP MIDDLETON REQUALIFICATION PROJECT","23593 LANSING LN (T4N R2W S4)","MIDDLETON","Canyon","General Remediation","43.715374","-116.573411","General Remediation",""
"4562","2011BAZ4800","NORTHWEST PIPELINE CORP POCATELLO COMPR","2605 GAS PLANT RD","POCATELLO","Power","General Remediation","42.816501","-112.699873","General Remediation, RCRA Hazardous Waste Site",""
"186055","2016BAZ41","NYBORG FARM","2224 E HWY 33","SUGAR CITY","Madison","General Remediation","43.88468","-111.73332","General Remediation",""
"112670","2015BAZ12","ODESSA TRANSPORT","I-84 MP 201 WB","HEYBURN","Minidoka","General Remediation","42.576667","-113.923611","General Remediation",""
"111971","2014BAZ131","OLD KATCO FACILTY","WOODSIDE SUBDIVISION #10","HAILEY","Blaine","General Remediation","43.487128","-114.274142","General Remediation",""
"27420","2013BAZ224","OLDTOWN BOATERS PARK","HWY 2","OLDTOWN","Bonner","General Remediation","48.185494","-117.032011","General Remediation",""
"4622","2011BAZ4907","ONE HOUR MARTINIZING CALDWELL","903 BLAINE","CALDWELL","Canyon","General Remediation","43.664164","-116.687388","General Remediation, RCRA Hazardous Waste Site",""
"14336","2012BAZ401","OSBURN CALL FAMILY PARTNERSHIP","608 MAIN","ASHTON","Fremont","General Remediation","44.071","-111.446","General Remediation",""
"28646","2013BAZ271","OZ TECHNOLOGY","10278 N CHURCH RD","RATHDRUM","Kootenai","General Remediation","47.772639","-116.969083","General Remediation",""
"4645","2011BAZ4959","OZZIES CUSTOM ENGINE SHOP","POST FALLS","POST FALLS","Kootenai","General Remediation","47.714852","-116.920756","General Remediation",""
"27558","2013BAZ86","PACIFIC CROWN LUMBER MILL","732 10TH ST","PLUMMER","Benewah","General Remediation","47.330078","-116.889681","General Remediation",""
"4651","2011BAZ4966","PACIFIC ETHANOL MAGIC VALLEY LLC","2600 WASHINGTON AVE","BURLEY","Cassia","General Remediation","42.520647","-113.813581","General Remediation, RCRA Hazardous Waste Site",""
"4653","2011BAZ4969","PACIFIC HIDE & FUR DEPOT LEWISTON","1535 MAIN ST","LEWISTON","Nez Perce","General Remediation","46.418136","-117.009864","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"4654","2011BAZ4970","PACIFIC HIDE & FUR DEPOT SANDPOINT","203 S FLORENCE AVE","SANDPOINT","Bonner","General Remediation","48.272071","-116.559683","General Remediation, RCRA Hazardous Waste Site",""
"4663","2011BAZ4984","PACIFIC STEEL & RECYCLING NAMPA","1900 N 20TH ST","NAMPA","Canyon","General Remediation","43.602375","-116.545345","General Remediation, RCRA Hazardous Waste Site",""
"27419","2013BAZ225","PACK RIVER BUILDING","218 CEDAR ST","SANDPOINT","Bonner","General Remediation","48.276283","-116.549292","General Remediation",""
"4679","2011BAZ5006","PANTHER ENGINEERING & SALES","3540 ELK DR","POST FALLS","Kootenai","General Remediation","47.717538","-116.995529","General Remediation",""
