"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","Underground Storage Tanks"
"6989","2011BAZ4294","JIFFY LUBE 11","588 YELLOWSTONE AVE","POCATELLO","Bannock","Underground Storage Tanks","42.88596","-112.45103","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4020","2011BAZ3562","JIFFY LUBE 2316","1206 BROADWAY AVE","BOISE","Ada","Underground Storage Tanks","43.59803","-116.193098","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4021","2011BAZ3563","JIFFY LUBE 2317","3606 W STATE ST","BOISE","Ada","Underground Storage Tanks","43.639476","-116.233693","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"9184","2011BAZ4480","JIFFY LUBE 2537","947 BLUE LAKES BLVD N","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.57853","-114.46071","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6784","2011BAZ3564","JIFFY LUBE 2662","1909 19TH AVE","LEWISTON","Nez Perce","Underground Storage Tanks","46.401273","-117.002964","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"5245","2011BAZ6305","JIFFY LUBE 2766","142 WASHINGTON ST N","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.563839","-114.479646","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8908","2011BAZ3566","JIFFY MART/BEEHIVE FAMILY RESTURANT","611 HWY 95 S","WEISER","Washington","Underground Storage Tanks","44.24014","-116.95805","Underground Storage Tanks","","Underground Storage Tanks"
"4023","2011BAZ3568","JIM CORLE","356 ADDISON AVE W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.563583","-114.486548","Underground Storage Tanks","","Underground Storage Tanks"
"4024","2011BAZ3569","JIM EDDYS AUTO CLINIC","102 THAIN RD","LEWISTON","Nez Perce","Underground Storage Tanks","46.390969","-116.990805","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4025","2011BAZ3570","JIM GOCHNOUR FARM","326 W 200 S","BURLEY","Cassia","Underground Storage Tanks","42.50545","-113.858376","Underground Storage Tanks","","Underground Storage Tanks"
"6786","2011BAZ3571","JIM HIGGINS","760 MAIN AVE S","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.54953","-114.46167","Underground Storage Tanks","","Underground Storage Tanks"
"8909","2011BAZ3572","JIM HOLLAND LOGGING SHOP","232 COEUR D ALENE RIVER RD","KINGSTON","Shoshone","Underground Storage Tanks","47.55176","-116.27026","Underground Storage Tanks","","Underground Storage Tanks"
"6787","2011BAZ3573","JIM HORKLEY","172 W MAIN ST (AKA 180 W MAIN ST)","REXBURG","Madison","Underground Storage Tanks","43.8263","-111.78906","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"4026","2011BAZ3574","JIM LINTON","3334 HWY 57","PRIEST RIVER","Bonner","Underground Storage Tanks","48.222699","-116.909985","Underground Storage Tanks","","Underground Storage Tanks"
"6789","2011BAZ3578","JIMMIE PETERS PROPERTY","6715 E SELTICE WAY","POST FALLS","Kootenai","Underground Storage Tanks","47.705672","-116.857233","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6704","2011BAZ3355","J I MORGAN INC","HWY 55","CASCADE","Valley","Underground Storage Tanks","44.5033","-116.03017","Underground Storage Tanks","","Underground Storage Tanks"
"8911","2011BAZ3580","JIMS 66 SERVICE","1104 SHOSHONE ST E","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.56283","-114.46048","Underground Storage Tanks","","Underground Storage Tanks"
"6790","2011BAZ3581","JIMS AMOCO SERVICE","201 E MAIN","EMMETT","Gem","Underground Storage Tanks","43.87535","-116.49843","Brownfields, Underground Storage Tanks","","Underground Storage Tanks"
"6791","2011BAZ3583","JIMS GROCERY","147 N 3RD","MCCALL","Valley","Underground Storage Tanks","44.89928","-116.09652","Underground Storage Tanks","","Underground Storage Tanks"
"8912","2011BAZ3584","JIMS HEATING & COOLING","5300 FAIRVIEW AVE","BOISE","Ada","Underground Storage Tanks","43.6193","-116.24752","Underground Storage Tanks","","Underground Storage Tanks"
"6785","2011BAZ3567","JIM & SHIRLEY ORTHMAN","HWY 81 & CLARK ST","DECLO","Cassia","Underground Storage Tanks","42.52048","-113.62829","Underground Storage Tanks","","Underground Storage Tanks"
"6792","2011BAZ3587","JIMS SPEEDY LUBE","211 N MAIN","DRIGGS","Teton","Underground Storage Tanks","43.72599","-111.1108","Underground Storage Tanks","","Underground Storage Tanks"
"14296","2012BAZ365","JIM STEVENSON","167 W MAIN ST","REXBURG","Madison","Underground Storage Tanks","43.826","-111.789","Underground Storage Tanks","","Underground Storage Tanks"
"6788","2011BAZ3577","JIM WALKER","702 S 4TH AVE","BELLEVUE","Blaine","Underground Storage Tanks","43.51595","-114.30553","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8910","2011BAZ3576","JIM W GOCHNOUR","200 S 325 W","BURLEY","Cassia","Underground Storage Tanks","42.50427","-113.85795","Underground Storage Tanks","","Underground Storage Tanks"
"3952","2011BAZ3339","J & J FARMS INC","RT 2 BOX 148 - 1461 THORN CREEK RD","GENESEE","Latah","Underground Storage Tanks","46.607855","-117.00611","Underground Storage Tanks","","Underground Storage Tanks"
"8913","2011BAZ3588","JJS CHEVRON FOOD MART","218 N 4TH ST","MONTPELIER","Bear Lake","Underground Storage Tanks","42.32006","-111.2972","Underground Storage Tanks","","Underground Storage Tanks"
"8836","2011BAZ3340","J & J SERVICE","MAIN ST & HWY 55","DONNELLY","Valley","Underground Storage Tanks","44.7321","-116.07811","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6701","2011BAZ3341","J & J TIRE & ALIGNMENT CE","1022 CLEVELAND","CALDWELL","Canyon","Underground Storage Tanks","43.66219","-116.687","Underground Storage Tanks","","Underground Storage Tanks"
"6702","2011BAZ3342","J & L MARKET","1311 S BROADWAY","BLACKFOOT","Bingham","Underground Storage Tanks","43.17833","-112.3583","Underground Storage Tanks","","Underground Storage Tanks"
"8844","2011BAZ3356","J MARVIN WRAY","960 W HWY 26","BLACKFOOT","Bingham","Underground Storage Tanks","43.26724","-112.48778","Underground Storage Tanks","","Underground Storage Tanks"
"8837","2011BAZ3343","J & N BUS CO INC","S ST W & 2ND AVE","HAGERMAN","Gooding","Underground Storage Tanks","42.813","-114.90052","Underground Storage Tanks","","Underground Storage Tanks"
"6793","2011BAZ3591","JNR FARMS","3375 W HWY 36","WESTON","Franklin","Underground Storage Tanks","42.10046","-111.95817","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8914","2011BAZ3593","JOE AMOS","212 BROADWAY AVE","MELBA","Canyon","Underground Storage Tanks","43.37387","-116.53105","Underground Storage Tanks","","Underground Storage Tanks"
"113549","2015BAZ134","JOE BALDUS","519 OAK ST","NEZPERCE","Lewis","Underground Storage Tanks","46.233856","-116.24038","Underground Storage Tanks","","Underground Storage Tanks"
"8916","2011BAZ3594","JOE HALL FORD NISSAN LINCOLN MERCURY","1617 21ST ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.40392","-117.00009","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4038","2011BAZ3598","JOES GAS STATION","591 ADDISON AVE W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.563815","-114.491787","Underground Storage Tanks","","Underground Storage Tanks"
"8917","2011BAZ3599","JOHANNSEN MOTORS","224 W MAIN ST","EMMETT","Gem","Underground Storage Tanks","43.8758","-116.50251","Underground Storage Tanks","","Underground Storage Tanks"
"6794","2011BAZ3602","JOHN E REDAL","LOT S OF N 5433 GOVT WAY","DALTON GARDENS","Kootenai","Underground Storage Tanks","47.72026","-116.78752","Underground Storage Tanks","","Underground Storage Tanks"
"6795","2011BAZ3603","JOHN FERBRANCHE","790 S 3 W","MOUNTAIN HOME","Elmore","Underground Storage Tanks","43.12428","-115.69193","Underground Storage Tanks","","Underground Storage Tanks"
"8918","2011BAZ3604","JOHN G PIPER","15 N RAILROAD ST","MIDVALE","Washington","Underground Storage Tanks","44.4713","-116.73564","Underground Storage Tanks","","Underground Storage Tanks"
"8919","2011BAZ3605","JOHN GUISASOLA","715 S 10TH E","MOUNTAIN HOME","Elmore","Underground Storage Tanks","43.1253","-115.68715","Underground Storage Tanks","","Underground Storage Tanks"
"6796","2011BAZ3606","JOHN H HARLAND CO","5253 WEST KENDALL ST","BOISE","Ada","Underground Storage Tanks","43.61713","-116.24675","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"112885","2015BAZ125","JOHN KLUVERS","1085 AIRPORT RD","BLACKFOOT","Bingham","Underground Storage Tanks","43.203834","-112.346553","Underground Storage Tanks","","Underground Storage Tanks"
"6797","2011BAZ3607","JOHN KRULITZ","120 RIVER ST","MULLAN","Shoshone","Underground Storage Tanks","47.46828","-115.80074","Leaking Underground Storage Tanks, Underground Storage Tanks","yes","Underground Storage Tanks"
"8920","2011BAZ3612","JOHNNYS COUNTRY STORE","421 HWY 75","SHOSHONE","Lincoln","Underground Storage Tanks","42.99689","-114.39573","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6800","2011BAZ3615","JOHNS ELECTRIC INC","915 SNAKE RIVER AVE","LEWISTON","Nez Perce","Underground Storage Tanks","46.410919","-117.03288","Underground Storage Tanks","","Underground Storage Tanks"
"8921","2011BAZ3616","JOHNS EXXON","210 E MAIN","GRANGEVILLE","Idaho","Underground Storage Tanks","45.92509","-116.11824","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"113556","2015BAZ141","JOHNSON AND BRYANT","US HWY 95 AND WEISER CITY LIMITS","WEISER","Washington","Underground Storage Tanks","0","0","Underground Storage Tanks","","Underground Storage Tanks"
"6798","2011BAZ3609","JOHN STEVENSON","36 HILLSIDE RANCH RD","BELLEVUE","Blaine","Underground Storage Tanks","43.32761","-114.2373","Underground Storage Tanks","","Underground Storage Tanks"
"6799","2011BAZ3610","JOHN TREVINO","HWY 24 & 6TH ST","RUPERT","Minidoka","Underground Storage Tanks","42.61793","-113.66871","Underground Storage Tanks","","Underground Storage Tanks"
"28561","2013BAZ357","JOHN VALENTY","108 E CHUBBUCK RD","POCATELLO","Bannock","Underground Storage Tanks","42.921021","-112.465386","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"4047","2011BAZ3619","JOINT FUEL FACILITY","2550 HEMMERT AVE","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.519410","-112.016610","Underground Storage Tanks","","Underground Storage Tanks"
"8922","2011BAZ3620","JOINT SD NO 192","545 N BANNOCK","GLENNS FERRY","Elmore","Underground Storage Tanks","42.95635","-115.31027","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6801","2011BAZ3621","JOINT SD NO 3","610 N SCHOOL ST","KUNA","Ada","Underground Storage Tanks","43.49404","-116.42331","Underground Storage Tanks","","Underground Storage Tanks"
"6802","2011BAZ3622","JONES CHEVRON & DELI","4020 E SELTICE WAY","POST FALLS","Kootenai","Underground Storage Tanks","47.70878","-116.89363","Underground Storage Tanks","","Underground Storage Tanks"
"4048","2011BAZ3623","JONES FARMS","3050 E LANES GULCH","RAFT RIVER","Cassia","Underground Storage Tanks","42.553645","-113.19576","Underground Storage Tanks","","Underground Storage Tanks"
"6803","2011BAZ3625","JONES HARDWARE","1102 MAIN ST","BUHL","Twin Falls","Underground Storage Tanks","42.598","-114.76101","Underground Storage Tanks","","Underground Storage Tanks"
"112887","2015BAZ127","JONES INVENTORY FARM","OLD MALAD HWY","DOWNEY","Bannock","Underground Storage Tanks","0","0","Underground Storage Tanks","","Underground Storage Tanks"
"4050","2011BAZ3626","JONES LEONARD","NE CORNER HWY 77 & 81","DECLO","Cassia","Underground Storage Tanks","42.520393","-113.627855","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6804","2011BAZ3627","JONES PALLET","110 E MAIN ST","OAKLEY","Cassia","Underground Storage Tanks","42.2426","-113.88131","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8923","2011BAZ3629","JONES PHILLIPS 66","306 S STATE ST","SHELLEY","Bingham","Underground Storage Tanks","43.37779","-112.12645","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6805","2011BAZ3630","JORDAN COMPLETE AUTO CARE CENTER","3200 W SELTICE WAY","POST FALLS","Kootenai","Underground Storage Tanks","47.71608","-116.99149","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8924","2011BAZ3631","JORDAN-WILCOMB CO","406 S 6TH ST","BOISE","Ada","Underground Storage Tanks","43.61177","-116.20348","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8925","2011BAZ3632","JOSE M ELEXPURU","342 MAIN ST","GOODING","Gooding","Underground Storage Tanks","42.94176","-114.71268","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6806","2011BAZ3633","JOSEPH A JOHNSON","917 E 1ST ST","MERIDIAN","Ada","Underground Storage Tanks","43.61227","-116.39174","Underground Storage Tanks","","Underground Storage Tanks"
"4052","2011BAZ3634","JOSEPH B ZENNER","RT 2 BOX 21 - 1712 POWERLINE RD","CRAIGMONT","Lewis","Underground Storage Tanks","46.252276","-116.389934","Underground Storage Tanks","","Underground Storage Tanks"
"4053","2011BAZ3635","JOSEPH PLAINS CAMP","JOSEPH PLAINS TO DEMECO CITY RD","COTTONWOOD","Idaho","Underground Storage Tanks","45.856314","-116.470555","Underground Storage Tanks","","Underground Storage Tanks"
"8926","2011BAZ3636","JOSHIS MINI-MART","2405 E MAIN","LEWISTON","Nez Perce","Underground Storage Tanks","46.41569","-116.99685","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8927","2011BAZ3640","JP FUEL","2616 7TH AVE N","LEWISTON","Nez Perce","Underground Storage Tanks","46.42745","-116.99391","Underground Storage Tanks","","Underground Storage Tanks"
"4057","2011BAZ3641","JR FUNK FARMS","2990 W 2000 S","ABERDEEN","Bingham","Underground Storage Tanks","42.908278","-112.887123","Underground Storage Tanks","","Underground Storage Tanks"
"8845","2011BAZ3358","J R SIMPLOT CO (AVIATION)","4640 AERONCA ST","BOISE","Ada","Underground Storage Tanks","43.56288","-116.23924","Underground Storage Tanks","","Underground Storage Tanks"
"6705","2011BAZ3364","J R SIMPLOT CO DON PLANT","1150 W HWY 30","POCATELLO","Bannock","Underground Storage Tanks","42.90937","-112.52401","National Priorities List (NPL), RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7425","2011BAZ5947","J R SIMPLOT CO HEYBURN ETHANOL PLANT","951 J ST","HEYBURN","Minidoka","Underground Storage Tanks","42.54961","-113.757785","Underground Storage Tanks","","Underground Storage Tanks"
"3964","2011BAZ3366","J R SIMPLOT CO HEYBURN TRANSPORTATION TERMINAL","1341 O ST","HEYBURN","Minidoka","Underground Storage Tanks","42.55391","-113.76419","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"3953","2011BAZ3344","J & R TRUCKING CO INC","242 HWY 30 E","KIMBERLY","Twin Falls","Underground Storage Tanks","42.537506","-114.362510","Underground Storage Tanks","","Underground Storage Tanks"
"8838","2011BAZ3345","J & S FARMS INC","24996 GOODSON RD","PARMA","Canyon","Underground Storage Tanks","43.76334","-116.89075","Underground Storage Tanks","","Underground Storage Tanks"
"8846","2011BAZ3374","J STANLEY WILLIAMS","1286 W 200 S","PINGREE","Bingham","Underground Storage Tanks","43.16819","-112.5517","Underground Storage Tanks","","Underground Storage Tanks"
"8839","2011BAZ3347","J & T GROCERY","HWY 28","LEADORE","Lemhi","Underground Storage Tanks","44.68071","-113.3574","Underground Storage Tanks","","Underground Storage Tanks"
"6807","2011BAZ3642","JUEL AIKELE","RT 1 BOX 63D","MOORE","Butte","Underground Storage Tanks","43.63847","-113.41128","Underground Storage Tanks","","Underground Storage Tanks"
"8928","2011BAZ3643","JULIAETTA MARKET","1051 MAIN ST","JULIAETTA","Latah","Underground Storage Tanks","46.57275","-116.71086","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8929","2011BAZ3644","JUMBOS AUTO SUPPLY","44208 HWY 51","BRUNEAU","Owyhee","Underground Storage Tanks","42.88062","-115.79764","Underground Storage Tanks","","Underground Storage Tanks"
"6808","2011BAZ3646","JUNCTION QUICK  STOP","11550 S HWY 3","CATALDO","Kootenai","Underground Storage Tanks","47.56973","-116.44146","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8930","2011BAZ3647","JUNCTION SERVICE","320 W MAIN","TETON","Fremont","Underground Storage Tanks","43.88628","-111.67776","Underground Storage Tanks","","Underground Storage Tanks"
"8931","2011BAZ3648","JUNCTION SUBSTATION","HWY 93 & HWY 75","CHALLIS","Custer","Underground Storage Tanks","44.47911","-114.2114","Underground Storage Tanks","","Underground Storage Tanks"
"6809","2011BAZ3649","JUNG ENTERPRISES","1522 STATE ST","BOISE","Ada","Underground Storage Tanks","43.62367","-116.20945","Underground Storage Tanks","","Underground Storage Tanks"
"6810","2011BAZ3650","JUSTOS GROCERY","518 E STATE","EAGLE","Ada","Underground Storage Tanks","43.69536","-116.34764","Underground Storage Tanks","","Underground Storage Tanks"
"14294","2012BAZ363","KANDLER FARMS","970 N 4500 EAST","ASHTON","Fremont","Underground Storage Tanks","44.022755","-111.258337","Underground Storage Tanks","","Underground Storage Tanks"
"6814","2011BAZ3664","KANIKSO RESORT","KANIKSO RESORT","PRIEST RIVER","Bonner","Underground Storage Tanks","48.63444","-116.86575","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8934","2011BAZ3667","KAREL S THOMAS","HWY 89 CANYON ST","BLOOMINGTON","Bear Lake","Underground Storage Tanks","42.18795","-111.40164","Underground Storage Tanks","","Underground Storage Tanks"
"6815","2011BAZ3668","KARL TYLER MOTORS","936 PULLMAN RD","MOSCOW","Latah","Underground Storage Tanks","46.733634","-117.013326","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6816","2011BAZ3671","KATHLEEN CHEVRON","3840 N GOVT WAY","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.71484","-116.78623","Underground Storage Tanks","","Underground Storage Tanks"
"6817","2011BAZ3672","KATIE PADGETT","213 E 37TH ST","GARDEN CITY","Ada","Underground Storage Tanks","43.62677","-116.24007","Underground Storage Tanks","","Underground Storage Tanks"
"8935","2011BAZ3673","KAUFMAN OK TIRE","80 W LITTLE AVE","DRIGGS","Teton","Underground Storage Tanks","43.72302","-111.11249","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"6818","2011BAZ3675","KAY HUNT FARM","3664 HUNT RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.66801","-113.0809","Underground Storage Tanks","","Underground Storage Tanks"
"6819","2011BAZ3676","KBCI COMMUNICATION TOWER","DEER POINT BY BOGUS BASIN","BOISE","Ada","Underground Storage Tanks","43.75499","-116.09889","Underground Storage Tanks","","Underground Storage Tanks"
"8936","2011BAZ3677","KBCI-TV","140 N 16TH ST","BOISE","Ada","Underground Storage Tanks","43.6205","-116.21256","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6820","2011BAZ3678","KBOI TRANSMITTER","19000 CLOVERDALE RD","KUNA","Ada","Underground Storage Tanks","43.42887","-116.3329","Underground Storage Tanks","","Underground Storage Tanks"
"6811","2011BAZ3651","K & B QUIK STOP","4640 YELLOWSTONE AVE","CHUBBUCK","Bannock","Underground Storage Tanks","42.91759","-112.46628","Underground Storage Tanks","","Underground Storage Tanks"
"8932","2011BAZ3652","K & B QWIK STOP","3657 HAWTHORNE RD","POCATELLO","Bannock","Underground Storage Tanks","42.8983","-112.47626","Underground Storage Tanks","","Underground Storage Tanks"
"4074","2011BAZ3681","KC OIL","1 BANNOCK ST","MALAD CITY","Oneida","Underground Storage Tanks","42.184760","-112.243956","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8937","2011BAZ3682","KCS FOODMART","1670 E 17TH ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.48191","-112.0013","Underground Storage Tanks","","Underground Storage Tanks"
"4075","2011BAZ3683","KD EXCAVATION","200 INDUSTRIAL PARKWAY","BELLEVUE","Blaine","Underground Storage Tanks","43.417587","-114.270966","Underground Storage Tanks","","Underground Storage Tanks"
"8933","2011BAZ3653","K & D FARMS","1896 S HWY 27","OAKLEY","Cassia","Underground Storage Tanks","42.2691","-113.88181","Underground Storage Tanks","","Underground Storage Tanks"
"4076","2011BAZ3684","KEEBLER CO","HARRISON & KING","POCATELLO","Bannock","Underground Storage Tanks","42.876304","-112.465325","Underground Storage Tanks","","Underground Storage Tanks"
"6821","2011BAZ3685","KEEGAN INC","2570 ELDRIDGE AVE","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.5408","-114.43395","Underground Storage Tanks","","Underground Storage Tanks"
"6822","2011BAZ3686","KEENER PARK","1101 W FINCH DR","NAMPA","Canyon","Underground Storage Tanks","43.60318","-116.59471","Underground Storage Tanks","","Underground Storage Tanks"
"4077","2011BAZ3687","KEITH PHILLIPS","3741 CENTER PLEASANT VALLEY RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.820349","-113.030856","Underground Storage Tanks","","Underground Storage Tanks"
"8938","2011BAZ3688","KEITH SKAAR","363 LARIAT","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.47031","-112.02651","Underground Storage Tanks","","Underground Storage Tanks"
"6823","2011BAZ3689","KELLEY BEAN CO INC","390 N 2ND W","MOUNTAIN HOME","Elmore","Underground Storage Tanks","43.12979","-115.69849","Underground Storage Tanks","","Underground Storage Tanks"
"8939","2011BAZ3690","KELLOGG CENTRAL OFFICE","101 MAIN ST","KELLOGG","Shoshone","Underground Storage Tanks","47.53591","-116.12196","Underground Storage Tanks","","Underground Storage Tanks"
"8940","2011BAZ3691","KELLOGG PLANT","RAILROAD AVE","KELLOGG","Shoshone","Underground Storage Tanks","47.53793","-116.12774","Underground Storage Tanks","","Underground Storage Tanks"
"6824","2011BAZ3692","KELLOGG SUPER STOP LLC","119 N HILL ST","KELLOGG","Shoshone","Underground Storage Tanks","47.53923","-116.12509","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"4078","2011BAZ3694","KELLOGG TRANSFER INC","BEAR CREEK (1/4 MILE OF ENAVILLE)","ENAVILLE","Shoshone","Underground Storage Tanks","47.559507","-116.246693","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6825","2011BAZ3695","KELLY GRIMM RESIDENCE","253 S 1200 W","MURTAUGH","Twin Falls","Underground Storage Tanks","42.49607","-114.02982","Underground Storage Tanks","","Underground Storage Tanks"
"4081","2011BAZ3698","KELLY MOORE PAINT CO INC CALDWELL","916 CLEVELAND BLVD","CALDWELL","Canyon","Underground Storage Tanks","43.663037","-116.688124","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4086","2011BAZ3703","KELLY OIL CO","1 MI W OF BEET DUMP","BUHL","Twin Falls","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"8943","2011BAZ3705","KELLYS CONOCO","104 S STATE ST","PRESTON","Franklin","Underground Storage Tanks","42.0939","-111.87679","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8942","2011BAZ3704","KELLYS C STORE","193 N STATE ST","PRESTON","Franklin","Underground Storage Tanks","42.10022","-111.87685","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8944","2011BAZ3707","KELLYS SINCLAIR","7405 FRANKLIN","BOISE","Ada","Underground Storage Tanks","43.60424","-116.27452","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6826","2011BAZ3709","KELSON DISTRIBUTING CO","214 W MORTON ST","MOSCOW","Latah","Underground Storage Tanks","46.73969","-117.00307","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"4092","2011BAZ3718","KENASTON CORP","2517 MAIN ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.415827","-116.995982","Underground Storage Tanks","","Underground Storage Tanks"
"13862","2011BAZ3720","KENDALL AUTO GROUP","1866 MAIN ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.41721","-117.00466","Leaking Underground Storage Tanks, Underground Storage Tanks","yes","Underground Storage Tanks"
"4094","2011BAZ3722","KENDRICK COMPUTER NO 345","LS 0384 PRINT","KENDRICK","Latah","Underground Storage Tanks","0","0","Underground Storage Tanks","","Underground Storage Tanks"
"6831","2011BAZ3724","K-ENERGY","142 MAIN","GOODING","Gooding","Underground Storage Tanks","42.94388","-114.71236","Underground Storage Tanks","","Underground Storage Tanks"
"4089","2011BAZ3712","KEN HAGMAN","799 HAGMAN RD","NORDMAN","Bonner","Underground Storage Tanks","48.641004","-116.870372","Underground Storage Tanks","","Underground Storage Tanks"
"4090","2011BAZ3713","KEN HARTLEY","RT 1 BOX 328-6","AMERICAN FALLS","Power","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"6828","2011BAZ3714","KEN HENRY","2020 COEUR D ALENE RIVER RD","KINGSTON","Shoshone","Underground Storage Tanks","47.56809","-116.25328","Underground Storage Tanks","","Underground Storage Tanks"
"6827","2011BAZ3711","KEN & JIM ANDRUS","826 KELLY TOPONCE RD","BANCROFT","Caribou","Underground Storage Tanks","42.86953","-111.97879","Underground Storage Tanks","","Underground Storage Tanks"
"6829","2011BAZ3715","KEN PAGE","503 BLACKTAIL RD","CAREYWOOD","Bonner","Underground Storage Tanks","48.11584","-116.60843","Underground Storage Tanks","","Underground Storage Tanks"
"8946","2011BAZ3716","KEN ROUNBY","761 MAIN AVE W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.56179","-114.47841","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6832","2011BAZ3727","KENS CUSTOM BODY & PAINT","1330 MAIN AVE","ST MARIES","Benewah","Underground Storage Tanks","47.31649","-116.57373","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8948","2011BAZ3728","KENS LAKEVIEW MARKET","324 W LAKE","MCCALL","Valley","Underground Storage Tanks","44.91171","-116.11814","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"4091","2011BAZ3717","KEN SPRAY INC JEROME","JEROME AIRPORT 472 HWY 25","JEROME","Jerome","Underground Storage Tanks","42.724839","-114.455659","Underground Storage Tanks","","Underground Storage Tanks"
"125399","2015BAZ181","KENT CORBETT","4 S MAIN ST","GRACE","Caribou","Underground Storage Tanks","42.576353","-111.730765","Underground Storage Tanks","","Underground Storage Tanks"
"8949","2011BAZ3732","KENWORTH SALES LEWISTON","1643 SPIRAL HWY","LEWISTON","Nez Perce","Underground Storage Tanks","46.431817","-117.006255","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8950","2011BAZ3733","KENWORTH SALES POC","2555 GARRETT WAY","POCATELLO","Bannock","Underground Storage Tanks","42.884517","-112.469411","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
