Report Submission Source,Report Number,Multiple Rows per Incident,Report Type,Date of Incident,Time of Incident,NRC Number,Federal DOT Agency Name,Federal DOT Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Non-US State,Incident Country,Incident Route,Mode of Transportation,Transportation Phase,Carrier/Reporter Name,Carrier/Reporter Street Name,Carrier/Reporter City,Carrier/Reporter State,Carrier/Reporter Postal Code,Carrier/Reporter Non-US State,Carrier/Reporter FED DOT ID,Carrier/Reporter HAZMAT Reg ID,Carrier/Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Non-US State,Shipper Country,Shipper Waybill/Shipping Paper,Shipper HAZMAT Registration ID,Origin City,Origin State,Origin Postal Code,Origin Non-US State,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Non-US State,Destination Country,Commodity Short Name,Commodity Long Name,Technical/Trade Name,Identification Number,Hazardous Class Code,Hazardous Class,Packing Group,Quantity Released,Unit of Measure,HAZMAT Waste Indicator,HAZMAT Waste EPA Number,HMIS Toxic by Inhalation Ind,TIH Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared HAZMAT Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Package Amount,Cont1 Package Amount UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Test Material Of Const,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure UOM Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness UOM Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness UOM Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure UOM Rpted,Cont1 Valve or Device Fail Ind,Cont1 Valve or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve or Device Model,Cont2 Package Type,Cont2 Material of Construction,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Package Amount,Cont2 Package Amount UOM,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,RAM Package Category,RAM Package Certification,RAM Package Certification Nbr,RAM Nuclide(s) Present,RAM Transport Index,RAM UOM,RAM Activity Rpted,RAM UOM Rpted,RAM Activity,RAM Activity UOM,RAM Material Safety Index,Spillage (Result) Ind,Fire (Result) Ind,Explosion (Result) Ind,Water Sewer (Result) Ind,Gas Dispersion (Result) Ind,Environmental Damage (Result),No Release (Result) Ind,Fire/EMS Report Ind,Fire EMS/EMS Report Nbr,Police Report Ind,Police Report Nbr,In-House Cleanup Ind,Other Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other (Old Form),Total Amount of Damages,HAZMAT Fatality Indicator,HAZMAT Fatalities Employees,HAZMAT Fatalities Responders,HAZMAT Fatality General Public,Total Hazmat Fatalities,Non_HAZMAT Fatality Indicator,Non-HAZMAT Fatalities,HAZMAT Injury Indicator,HAZMAT Hospitalized Employees,HAZMAT Hospitalized Responders,HAZMAT Hospitalized Gen Public,HAZMAT Hospitalized (Old Form),Total Hazmat Hosp Injuries,HAZMAT NonHosp Employees,HAZMAT NonHosp Responders,HAZMAT NonHosp General Public,HAZMAT NonHosp (Old Form),Total Hazmat NonHosp Injuries,Total Hazmat Injuries,Evacuation Indicator,Public Evacuated,Employees Evacuated,Total Evacuated,Total Evacuation Hours,Major Artery Closed,Major Artery Hours Closed,Material Involved in Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway/Track,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non-Transported Ind,Shipphase Air First Flight Ind,Shipphase Air SubFlight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Business Name,Contact Street,Contact City,Contact State,Contact Postal Code,Contact Non-US State,Contact Country,Preparer of Incident Report,Description of Events,Recommendations/Actions Taken,HMIS Serious Incident Ind,HMIS Serious Fatality,HMIS Serious Injury,HMIS Serious Flight Plan,HMIS Serious Evacuations,HMIS Serious Major Artery,HMIS Serious Bulk Release,HMIS Serious Marine Pollutant,HMIS Serious Radioactive,HMIS General Package Type,HMIS Container Code,HMIS Container Description,HMIS Bulk Incident Indicator,Undeclared Shipment
Paper,I-2007051061,No,A hazardous material incident,04/27/2007,1107,,,,WEST CHESTER,HAMILTON,OH,45246,,US,9991 COMMERCE PARK DRIVE,Highway,UNLOADING,YRC WORLDWIDE INC.,10990 ROE AVE,OVERLAND PARK,,66211,KS,71821,050106550009OQ,UNITED STATES,OCI CHEMICAL CORPORATION,1455 RED HAT RD,DECATUR,,35601,AL,UNITED STATES,317330270,,DECATUR,ALABAMA,35601,,US,FLORENCE,KENTUCKY,41042,,US,SODIUM CARBONATE PEROXHY,SODIUM CARBONATE PEROXHYDRATE,,UN3378,5.1,OXIDIZER,II,40,LGA,No,,No,,No,,No,Non-Bulk,104,Body,309,Punctured,521,Inadequate Preparation for Transportation,,Bag,Plastic,,150,SLB,150,SLB,10,1,,,,,,,,,,,,,,No,,,,Bag,,,,,,,,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MICHAEL N. WINDSOR,MANAGER-HAZARDOUS MATERIALS,USF REDDAWAY,PO BOX 1035,CLACKAMAS,OR,97015,,US,Carrier,UPON ARRIVAL AT TERMINAL  TRAILER WAS BROUGHT TO DOCK AND DOOR WAS OPENED FOR UNLOADING. DOCK WORKER OBSERVE THAT THE REAR BAG WAS LEAKING A WHITE GRANULAR POWDERED SUBSTANCE WHICH WAS IDENTIFIED AS SODIUM CARBONATE PEROXYHYDRATE AND BAG HAD APPARENTLY BEEN PUNCTURED BY AN ADJACENT SKID DURING LOADING AT ORIGIN. THE SPILLED MATERIAL WAS CLEANED AND THE AFFECTED BAG LOADED INTO A RECOVERY DRUM FOR DELIVERY TO CONSIGNEE.,ENSURE THAT BAGS ARE PROTECTED WITH DUNNAGE AND LABELED ACCORDINGLY TO PREVENT REOCCURENCE. SDCP,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BAG PLS,Plastic bag (cont1 for solid materials),No,No
XML,X-2011060090,No,A hazardous material incident,05/20/2011,0500,,,,Field Shopping Center,TAZEWELL,IL,61550,,US,500 E highland,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,051910551007S,UNITED STATES,DOHENY ENTERPRISES INC.,6950 51ST ST,KENOSHA,,53144,WI,UNITED STATES,247169715002781,,KENOSHA,WISCONSIN,53144,,US,GERMANTOWN HILLS,ILLINOIS,61548,,US,HYDROGEN PEROXIDE  AQUEO,HYDROGEN PEROXIDE  AQUEOUS SOLUTIONS WITH NOT LESS THAN 20 PERCENT BUT NOT MORE THAN 40 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY),WOOD BLEACH PART 2,UN2014,5.1,OXIDIZER,II,0.1250,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,526,Loose Closure  Component  or Device,4g/y2/o/s/09usa/taa4787,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GEORGE FETSKO,SAFETY PROCESS SPECIALIST I - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,Moon Township,PA,15108,,US,Carrier,The package was unloaded with leakage noted on the box.  Examination of the inner container revealed that the container(s) had loose cap(s) and leaked.  The leakage was contained.  The cap(s) were secured.  The carton was wet but otherwise undamaged.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
XML,X-2006100047,No,A hazardous material incident,08/16/2006,2306,,,,TOLEDO,LUCAS,OH,43615,,US,650 s.reynolds,Highway,LOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,062904001002M,UNITED STATES,IC&S DISTRIBUTING CO.,1833 WILLIAM PENN WAY,LANCASTER,,17601,PA,UNITED STATES,35461261026448,,LANCASTER,PENNSYLVANIA,17601,,US,WARSAW,INDIANA,46580,,US,PAINT,PAINT,PVC PLASTISOL/PLASTI,UN1263,2.0,COMBUSTIBLE LIQUID,,1,LGA,No,,No,,No,,No,Non-Bulk,103,Basic Material,305,Crushed,511,Dropped,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Can,Metal (any type),,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SCOTT KERR,TSM MANAGER II - SAFETY,Fedex Ground Package System  Inc.,1000 Fedex Drive,MOON TOWNSHIP,PA,15108,,US,Carrier,The package was dropped in handling.  Examination of the inner container revealed a ruptured seam which allowed the contents to escape. The leakage was contained.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2006090203,No,A hazardous material incident,08/09/2006,2130,,,,ANTIOCH,DAVIDSON,TN,37013,,US,3240 FRANKLIN LIMESTONE ROAD,Highway,UNLOADING,ROADWAY EXPRESS  INC.,557 E TALLMADGE AVE,AKRON,,44310,OH,290893,050106550017OQ,UNITED STATES,SUNBELT CHEMICALS CORP.,71 HARGROVE GRADE,PALM COAST,,32137,FL,UNITED STATES,7100128200,,PALM COAST,FLORIDA,32137,,US,MURFREESBORO,TENNESSEE,37129,,US,HYDROCHLORIC ACID SOLUTI,HYDROCHLORIC ACID SOLUTION  INHIBITED,HYDROCHLORIC ACIE,UN1789,8,CORROSIVE MATERIAL,II,1,LGA,No,,No,,No,,No,Non-Bulk,128,Inner Packaging,303,Burst or Ruptured,513,Forklift Accident,,Box,Fiberboard,,1,LGA,1,LGA,192,1,,,,,,,,,,,,,,No,,,,Can,Plastic,1,LGA,1,LGA,192,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MICHAEL N. WINDSOR,MANAGER-HAZARDOUS MATERIALS,USF REDDAWAY,PO BOX 1035,CLACKAMAS,OR,97015,,US,Carrier,WHILE UNLOADING  A CARTON CONTAINING A ONE GALLON PAIL OF LIQUID WAS PUNCTURED BY FORKLIFT BLADE. THE PAIL AND AFFECTED MATERIALS WERE PLACED INTO PROPERLY MARKED  LABELED AND LINED SALVAGE DRUMS. THE DRUMS ARE BEIF HELD PENDING DISPOSITION.,APPROPRIATE DISCIPLINE ISSUED AND RECERTIFICATION ON PROPER SAFE HANDLING OF FORKLIFT. USE PROPER ATTACHMENTS WHEN UNLOADING PALLETS OF CHEMICALS. USE CAUTION WHEN ENTERING PALLETS OF CHEMICALS TO MAKE SURE THE BLADES DO NOT EXTEND PAST THE POINT  THAT CAN RESULT INTO PUNCTURING OR DAMAGING OTHER FREIGHT LOADED IN FRONT OF   SHIPMENT.,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2000051036,No,A hazardous material incident,05/02/2000,0400,,,,GROVE CITY,FRANKLIN,OH,,,US,6120 S MEADOWS DRIVE,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,,UNITED STATES,MCKESSON CORPORATION,3003 AIRPORT RD,LA CROSSE,,54603,WI,UNITED STATES,054604510067488,,LA CROSSE,WISCONSIN,54603,,US,MORGANTOWN,WEST VIRGINIA,26506,,US,ISOPROPANOL OR ISOPROPYL,ISOPROPANOL OR ISOPROPYL ALCOHOL,ISOPROPYL ALCOHOL 70,UN1219,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.3333,LGA,No,,No,,No,,No,Non-Bulk,109; 103,Closure (e.g.  Cap  Top  or Plug); Basic Material,; ,; ,526; 538,Loose Closure  Component  or Device; Water Damage,,,,,1,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,1,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,100,0,0,0,25,0,125,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SCOTT KERR,HAZMAT ADMINISTRATOR,,,,,,,US,,THE PACKAGE WAS UNLOADED WITH LEAKAGE NOTED ON THE BOX. EXAMINATION OF THE INNER CONTAINER REVEALED THAT THE CONTAINER(S) HAD LOOSE CAP(S) AND LEAKED. THE LEAKAGE WAS CONTAINED. THE CAP(S) WERE SECURED. THE CARTON WAS WET BUT OTHERWISE UNDAMAGED. THE PACKAGE WAS REPACKED FOR RETURN TO SHIPPER.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-2007100803,No,Undeclared Shipment with no Release,09/25/2007,1243,,,,WILMINGTON,CLINTON,OH,45177,,US,145 HUNTER DRIVE,Highway,IN TRANSIT STORAGE,ABX AIR  INC.,145 HUNTER DR STE 2,WILMINGTON,,45177,OH,392830,052305002021NP,UNITED STATES,KJ HOLDINGS INC.,2051 MICHELLE CT,MIAMISBURG,,45342,OH,UNITED STATES,91475797291,,MIAMISBURG,OHIO,45342,,US,LAKE WORTH,FLORIDA,33463,,US,DANGEROUS GOODS IN MACHI,DANGEROUS GOODS IN MACHINERY OR DANGEROUS GOODS IN APPARATUS,MAIN FUEL PUMP,UN3363,9,MISCELLANEOUS HAZARDOUS MATERIAL,,0,,No,,No,,No,,Yes,Non-Bulk,,,,,,,,Box,Fiberboard,,15,LGA,0,,1,0,WEYERHAEUSER,,,,,,,,,,,,,No,,,,,,1,LGA,3,LOZ,1,0,,FALSE,,,,,,,0,,,No,No,No,No,No,No,Yes,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No, THERESA ANTHONY ,HAZARDOUS MATERIAL SPECIALIST,,,,,,,,Carrier,FILE- 07-48 OMC SHIPPER-KJ HOLDINGS INC. AWB#-DAY 91475797291 PBI ON 09/25/2007 AT 1243  AN ODOROUS SHIPMENT WAS REPORTED IN  D  BUILDING LOCATED AT THE DHL MAIN SORT CENTER  145 HUNTER DRIVE  WILMINGTON  OH 45177. SPILL TECHNICIANS TERRY RUGGERIE AND ELWOOD BOHL DONNED PROPER PERSONAL PROTECTIVE EQUIPMENT AND RESPONDED. UPON ARRIVAL  THEY FOUND A FIBERBOARD BOX EMITTING AN ODOR. THEY REMOVED THE PACKAGE FROM THE AREA AND BEGAN THEIR INVESTIGATION. UPON THIS INVESTIGATION  THEY FOUND THIS PACKAGE TO CONTAIN A PRESSURE WASHER WITH GASOLINE STILL INSIDE OF THE TANK. THE SHIPMENT DID NOT LEAK  BUT WAS NOT DECLARED AS REGULATED HAZARDOUS MATERIALS. THIS SHIPMENT ARRIVED INTO WILMINGTON VIA TRUCK # 6855.THIS SHIPMENT WAS NOT DECLARED AS A REGULATED HAZARDOUS MATERIAL CLEAR OF SCENE: 1304.THERE ARE PICTURES ON FILE IN THE HAZMAT OFFICE IN WILMINGTON  OH.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
XML,X-2012040206,No,A hazardous material incident,03/26/2012,2130,,,,Bloomington,SAN BERNARDINO,CA,92316,,US,330 RESOURCE DRIVE,Highway,LOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,051910551007S,UNITED STATES,VIDEOJET TECHNOLOGIES INC.,1855 ESTES AVE,ELK GROVE VILLAGE,,60007,IL,UNITED STATES,60835675469799,,ELK GROVE VILLAGE,ILLINOIS,60007,,US,CITY INDUSTRY,CALIFORNIA,91744,,US,METHANOL,METHANOL,METHANOL ALCOHOL,UN1230,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,0.023438,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,527,Misaligned Material  Component  or Device,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GEORGE FETSKO,SAFETY PROCESS SPECIALIST I - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,Moon Township,PA,15108,,US,Carrier,The package was unloaded with leakage noted on the box.  Examination of the inner container revealed that the container(s) had loose cap(s) and leaked.  The leakage was contained.  The cap(s) were secured.  The carton was wet but otherwise undamaged.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2004090016,No,A hazardous material incident,08/20/2004,1600,,,,SACRAMENTO,SACRAMENTO,CA,,,US,8205 BERRY AVENUE,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,,UNITED STATES,PAT/NATIONAL CHEMSEARCH,932 KIFER RD,SUNNYVALE,,94086,CA,UNITED STATES,095150212114632,,SUNNYVALE,CALIFORNIA,94088,,US,ROSEBURG,OREGON,97470,,US,CORROSIVE LIQUID  ACIDIC,CORROSIVE LIQUID  ACIDIC  ORGANIC  N.O.S.,,UN3265,8,CORROSIVE MATERIAL,,0.0625,LGA,No,,No,,No,,No,Non-Bulk,109; 103,Closure (e.g.  Cap  Top  or Plug); Basic Material,303; 310,Burst or Ruptured; Ripped or Torn,511; 511,Dropped; Dropped,,,,,5,LGA,,,1,1,SMURFIT-STONE CONTAINER CORP,,,,,,,,,,,,,No,,,,,,2.50,LGA,,,2,2,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,98,0,0,0,327,0,425,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SCOTT KERR,HAZARDOUS MATERIALS MGR,,,,,,,US,,THE PACKAGE WAS DROPPED IN HANDLING.  EXAMINATION OF THE INNER CONTAINER REVEALED A RUPTURED SEAM WHICH ALLOWED THE CONTENTS TO ESCAPE.  THE LEAKAGE WAS CONTAINED.  THE UNDAMAGED PORTION OF THE PACKAGE WAS REPACKED FOR RETURN TO SHIPPER.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-1999100259,No,A hazardous material incident,09/09/1999,1600,,,,CLEVELAND,CUYAHOGA,OH,,,US,5250 BRECKSVILLE RD,Highway,UNLOADING,YRC INC.,10990 ROE AVE,OVERLAND PARK,,66211,KS,708381,,UNITED STATES,FUJIFILM NORTH AMERICA CORPORATION,1100 KING GEORGES POST RD,EDISON,,08837,NJ,UNITED STATES,077094442,,EDISON,NEW JERSEY,08837,,US,YOUNGSTOWN,OHIO,44507,,US,CORROSIVE LIQUID  BASIC ,CORROSIVE LIQUID  BASIC  ORGANIC  N.O.S.,,UN3267,8,CORROSIVE MATERIAL,,3,LGA,No,,No,,No,,No,Non-Bulk,103,Basic Material,305,Crushed,517,Improper Preparation for Transportation,,,,,4,LGA,,,6,2,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,24,3,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,38,0,0,0,85,300,423,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MICHAEL WINDSOR,HAZMAT MANAGER,,,,,,,US,,WHILE UNLOADING TRAILER  TWO BOXES WERE FOUND CRUSHED BY HEAVY TOP FREIGHT. ALL SPILLAGE WAS NEUTRALIZED WITH AMPHOMAG AND DISPOSED OF PROPERLY. THE DAMAGED BOXES WERE RECOUPED AND OVERPACKED INTO A DOT APPROVED SALVAGE DRUM AND BALANCE OF FREIGHT WAS FORWARDED TO DESTINATION. DAMAGED FREIGHT WAS DISPOSED OF PROPERLY.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2002110573,No,A hazardous material incident,10/08/2002,0945,,,,AURORA,ADAMS,CO,,,US,14700 SMITH ROAD,Highway,IN TRANSIT STORAGE,ROADWAY EXPRESS  INC.,557 E TALLMADGE AVE,AKRON,,44310,OH,290893,,UNITED STATES,DOUGLAS PRODUCTS AND PACKAGING COMPANY LLC,1550 E OLD STATE RT 210,LIBERTY,,64068,MO,UNITED STATES,342533324,,LIBERTY,MISSOURI,64068,,US,SAN JOSE,CALIFORNIA,95131,,US,ORGANOPHOSPHORUS PESTICI,ORGANOPHOSPHORUS PESTICIDES  LIQUID  TOXIC  FLAMMABLE  FLASH POINT NOT LESS THAN 23 DEGREES C,,UN3017,6.1,POISONOUS MATERIALS,,0.0625,LGA,No,,No,,No,,No,Non-Bulk,103; 109,Basic Material; Closure (e.g.  Cap  Top  or Plug),; ,; ,; ,; ,,,,,4,LGA,,,60,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,2,LGA,,,120,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,10,0,0,0,200,0,210,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SHELLY WISE,SAFETY DEPARTMENT,,,,,,,US,,ACCORDING TO THE INFORMATION OBTAINED  THE FOLLOWING OCCURRED. WHILE ON THE DOCK  FIVE WET CARDBOARD CARTONS  EACH CONTAINING TWO  TWO GALLON PLASTIC PAILS  WERE DISCOVERED. FURTHER INVESTIGATION DETERMINED THAT ONE PAIL WAS LEAKING AND THE REMAINING NINE PAILS WERE UNAFFECTED. APPROXIMATELY ONE CUP OF FREE PRODUCT WAS RELEASED AND ABSORBED BY THE CARTONS. THE RELEASE WAS A DUE TO A LOOSE CAP ON THE PAIL. THE TERMINAL HAZMAT TEAM PERFORMED THE CLEANUP USING LEVEL C PROTECTION. THE CLEANUP MATERIALS WERE PLACED INTO ONE  TEN GALLON FIBER RECOVERY DRUM. THE FIVE WET CARTONS AND ONE LEAKING PAIL WERE PLACED INTO ONE  FIFTY GALLON FIBER RECOVERY DRUM. BOTH OF THESE RECOVERY DRUMS WILL BE HELD AT THE TERMINAL FOR DISPOSITION. THE REMAINING NINE UNAFFECTED PAILS WERE PLACED INTO A SEPARATE FIFTY GALLON FIBER RECOVERY DRUM  WHICH WILL BE FORWARDED ALONG WITH THE REMAINDER OF THE SHIPMENT TO THE CONSIGNEE. NO INJURIES OR EXPOSURES WERE REPORTED. THE MSDS WAS REQUESTED AND RECEIVED.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2000040586,No,A hazardous material incident,01/21/2000,0400,,,,YORKTOWN HEIGHTS,WESTCHESTER,NY,,,US,1785 FRONT STREET,Highway,UNLOADING,UNITED PARCEL SERVICE OF AMERICA  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,0,,UNITED STATES,MAJESTECH CORPSODIE PRINT,247 ROUTE 100 STE 123,SOMERS,,10589,NY,UNITED STATES,145178,,SOMERS,NEW YORK,10589,,US,AMESBURY,MASSACHUSETTS,01913,,US,ACETONE,ACETONE,,UN1090,3,FLAMMABLE - COMBUSTIBLE LIQUID,,1,LGA,No,,No,,No,,Yes,Non-Bulk,,,304,Cracked,511,Dropped,,,,,0.1875,LGA,,,10,6,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,0.1875,LGA,,,10,6,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,DENIS A MASTANDO,1ST RESPONDER,,,,,,,US,,RESPONDED TO AN UNKNOWN LEAKING PACKAGE USED DECISION TREE/UNKNOW RESPONSE SHEET. PREFOM PH TEST READ NEUTRAL. USED FLAMMABLE LIQUID RESPONSE SHEET APPLIED SPEEDY DRY PROCESSED SPILL. AT FORWARD PACKING TO CONSIGNEE SPILL MAY HAVE BEEN AVOIDED IF THE PACKAGE WAS HANDLED PROPERLY.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
Paper,I-1995111033,No,A hazardous material incident,11/03/1995,0757,,,,WYOMING,KENT,MI,,,US,5757 CLYDE PARK SW,Highway,UNLOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,HOSHIZAKI AMERICA  INC.,465 HIGHWAY 74 S,PEACHTREE CITY,,30269,GA,UNITED STATES,390224,,PEACHTREE CITY,GEORGIA,30269,,US,GRAND RAPIDS,MICHIGAN,49504,,US,PHOSPHORIC ACID SOLUTION,PHOSPHORIC ACID SOLUTION,,UN1805,8,CORROSIVE MATERIAL,,0.093750,LGA,No,,No,,No,,No,Non-Bulk,103; ,Basic Material; ,; ,; ,526; 538,Loose Closure  Component  or Device; Water Damage,,,,,4,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,4,2,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,M ROMANICK,DMP CLERK,,,,,,,US,,PACKAGE FOUND LEAKING  TWO OF THE FOUR JUGS HAD LOOSE CAPS.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
